"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"type_en"
"Hoeckhuys";"hoeckhuys";1;286;;"0000-00-00 00:00:00";"Fizeaustraat 7 ";"1097 SC";;"POINT(4.9272626693613 52.344673641863)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:45";"2016-09-08 17:42:45";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"MOC 't Kabouterhuis Zuidoost";"moc_t_kabouterhuis_zuidoost";1;286;;"0000-00-00 00:00:00";"Leksmondplein 28 ";"1108 EL";;"POINT(4.9796416567172 52.309121338842)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:46";"2016-09-08 17:42:46";"0000-00-00 00:00:00";"Gezondheidscentra";"Health centers"
"16e Montessorischool ""Gaasperdam""";"16e_montessorischool_gaasperdam";1;286;;"0000-00-00 00:00:00";"Vreeswijkpad 6 ";"1106 DV";;"POINT(4.9841148007483 52.297713193646)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:46";"2016-09-08 17:42:46";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"1e Groepspraktijk Stadionweg 42";"1e_groepspraktijk_stadionweg_42";1;286;;"0000-00-00 00:00:00";"Stadionweg 42 ";"1077 SM";;"POINT(4.8813080104506 52.347838568686)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:46";"2016-09-08 17:42:46";"0000-00-00 00:00:00";"Gezondheidscentra";"Health centers"
"ACTA ";"acta";1;286;;"0000-00-00 00:00:00";"Gustav Mahlerlaan 3004 ";"1081 LA";;"POINT(4.8616551701592 52.335556511659)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:47";"2016-09-08 17:42:47";"0000-00-00 00:00:00";"Tandartsen";"Dentists"
"Activiteitencentrum België";"activiteitencentrum_belgie";1;286;;"0000-00-00 00:00:00";"Hageland 117 -119";"1066 SB";;"POINT(4.8122717635511 52.345501088506)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:47";"2016-09-08 17:42:47";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Activiteitencentrum De Aker";"activiteitencentrum_de_aker";1;286;;"0000-00-00 00:00:00";"Noorderakerweg 2 ";"1069 PC";;"POINT(4.7826580203744 52.355087330371)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:47";"2016-09-08 17:42:47";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Activiteitencentrum De Bonte Kraai";"activiteitencentrum_de_bonte_kraai";1;286;;"0000-00-00 00:00:00";"Kraaiennest 68 ";"1104 CD";;"POINT(4.982459608984 52.316887456929)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:47";"2016-09-08 17:42:47";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Activiteitencentrum Gein";"activiteitencentrum_gein";1;286;;"0000-00-00 00:00:00";"Wisseloord 83 ";"1107 NB";;"POINT(4.9872253438826 52.295782390527)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:48";"2016-09-08 17:42:48";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Huis van de wijk Het Anker";"huis_van_de_wijk_het_anker";1;286;;"0000-00-00 00:00:00";"Jacques Veltmanstraat 427 ";"1065 DC";;"POINT(4.8325200446581 52.354037254449)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:48";"2016-09-08 17:42:48";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Buurthuis Osdorp";"buurthuis_osdorp";1;286;;"0000-00-00 00:00:00";"Ouwerdingenpad 1 ";"1069 AJ";;"POINT(4.7948829568873 52.362968521488)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:48";"2016-09-08 17:42:48";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Albert Heijn Watergraafsmeer";"albert_heijn_watergraafsmeer";1;286;;"0000-00-00 00:00:00";"Helmholtzstraat 63 ";"1098 LE";;"POINT(4.9398624308899 52.349656197605)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:49";"2016-09-08 17:42:49";"0000-00-00 00:00:00";"Supermarkten";"Supermarkets"
"Albert Heijn IJburg";"albert_heijn_ijburg";1;286;;"0000-00-00 00:00:00";"IJburglaan 715 -719";"1087 BS";;"POINT(4.9908211927482 52.357755967293)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:49";"2016-09-08 17:42:49";"0000-00-00 00:00:00";"Supermarkten";"Supermarkets"
"Albert Heijn Spaarndammerstraat";"albert_heijn_spaarndammerstraat";1;286;;"0000-00-00 00:00:00";"Spaarndammerdijk 3 ";"1013 ZM";;"POINT(4.877987000046 52.391693403735)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:49";"2016-09-08 17:42:49";"0000-00-00 00:00:00";"Supermarkten";"Supermarkets"
"Allard Pierson Museum";"allard_pierson_museum";1;286;;"0000-00-00 00:00:00";"Oude Turfmarkt 127 ";"1012 GC";;"POINT(4.8933197027924 52.368354373188)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:50";"2016-09-08 17:42:50";"0000-00-00 00:00:00";"Musea";"Museums"
"Amsterdam Manor Hotel";"amsterdam_manor_hotel";1;286;;"0000-00-00 00:00:00";"Linnaeusstraat 89 ";"1093 EK";;"POINT(4.9262759793051 52.359140044494)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:50";"2016-09-08 17:42:50";"0000-00-00 00:00:00";"Hotels";"Hotels"
"Anne Frank Huis";"anne_frank_huis";1;286;;"0000-00-00 00:00:00";"Prinsengracht 267 ";"1016 GV";;"POINT(4.8841075976587 52.375343980955)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:50";"2016-09-08 17:42:50";"0000-00-00 00:00:00";"Musea";"Museums"
"Apollohal";"apollohal_3";1;286;;"0000-00-00 00:00:00";"Apollolaan 5-jan ";"1077 RV";;"POINT(4.8816011113586 52.347875772165)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:51";"2016-09-08 17:42:51";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Apotheek Ferdinand Bol";"apotheek_ferdinand_bol";1;286;;"0000-00-00 00:00:00";"Ferdinand Bolstraat 103 ";"1072 LE";;"POINT(4.8911122139815 52.353048024858)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:51";"2016-09-08 17:42:51";"0000-00-00 00:00:00";"Apotheken";"Pharmacies"
"Apotheek Watergraafsmeer Van de Kamp";"apotheek_watergraafsmeer_van_de_kamp";1;286;;"0000-00-00 00:00:00";"Helmholtzstraat 57 ";"1098 LE";;"POINT(4.9392272717688 52.350058243033)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:51";"2016-09-08 17:42:51";"0000-00-00 00:00:00";"Apotheken";"Pharmacies"
"Arcam | Architectuurcentrum amsterdam";"arcam_architectuurcentrum_amsterdam";1;286;;"0000-00-00 00:00:00";"Prins Hendrikkade 600 ";"1011 VX";;"POINT(4.9120578175657 52.372223864421)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:52";"2016-09-08 17:42:52";"0000-00-00 00:00:00";"Musea";"Museums"
"Fysiopraktijk De Meer";"fysiopraktijk_de_meer";1;286;;"0000-00-00 00:00:00";"Esplanade de Meer 134 ";"1098 WP";;"POINT(4.9504043153597 52.344779284422)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:52";"2016-09-08 17:42:52";"0000-00-00 00:00:00";"Fysiotherapeuten";"Physiotherapists"
"Artis Parkzalen: Congres en partycentrum";"artis_parkzalen_congres_en_partycentrum";1;286;;"0000-00-00 00:00:00";"Plantage Middenlaan 41 -43a";"1018 DC";;"POINT(4.9145228864055 52.365510928547)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:52";"2016-09-08 17:42:52";"0000-00-00 00:00:00";"Congres- en partyaccommodaties";"Conference and party accommodations"
"ASSV Amsterdams Spoorweg Sportvereniging";"assv_amsterdams_spoorweg_sportvereniging";1;286;;"0000-00-00 00:00:00";"Ouderkerkerlaan 10 ";"1115 NS";;"POINT(4.9392812022297 52.319985434456)";;"DUIVENDRECHT";;;;;;;0;"2016-09-08 17:42:53";"2016-09-08 17:42:53";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Bindelmeer College";"bindelmeer_college";1;286;;"0000-00-00 00:00:00";"Dubbelink 1 ";"1102 AL";;"POINT(4.949397371287 52.321883769863)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:53";"2016-09-08 17:42:53";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Bagels en Beans Spaarndammerstraat";"bagels_en_beans_spaarndammerstraat";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 149 A";"1013 TG";;"POINT(4.8780039611472 52.391495747624)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:53";"2016-09-08 17:42:53";"0000-00-00 00:00:00";"Winkels";"Stores"
"Bakkerij Erol Specialiteiten";"bakkerij_erol_specialiteiten";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 67 ";"1013 TA";;"POINT(4.8793802492806 52.389335624604)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:53";"2016-09-08 17:42:53";"0000-00-00 00:00:00";"Winkels";"Stores"
"Politiebureau Balistraat";"politiebureau_balistraat";1;286;;"0000-00-00 00:00:00";"Balistraat 104 ";"1094 JT";;"POINT(4.9368785616063 52.363117465733)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:54";"2016-09-08 17:42:54";"0000-00-00 00:00:00";"Politiebureaus";"Police stations"
"Balletstudio van den Ende";"balletstudio_van_den_ende";1;286;;"0000-00-00 00:00:00";"Kruislaan 231 ";"1097 GA";;"POINT(4.9374145707099 52.346447289861)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:54";"2016-09-08 17:42:54";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Basic Touch in Mirrorcentre ";"basic_touch_in_mirrorcentre";1;286;;"0000-00-00 00:00:00";"Ter Gouwstraat 3 ";"1093 JX";;"POINT(4.931348384931 52.359806800519)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:54";"2016-09-08 17:42:54";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Basisschool de Rozemarn";"basisschool_de_rozemarn";1;286;;"0000-00-00 00:00:00";"Huntum 16 ";"1102 JA";;"POINT(4.9608138477274 52.309126874394)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:55";"2016-09-08 17:42:55";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Basisschool de Schakel";"basisschool_de_schakel";1;286;;"0000-00-00 00:00:00";"Alexander Dumaslaan 9 ";"1102 WD";;"POINT(4.941887735285 52.323329737651)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:55";"2016-09-08 17:42:55";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Basisschool de Ster";"basisschool_de_ster";1;286;;"0000-00-00 00:00:00";"Woudrichemstraat 8 ";"1107 NG";;"POINT(4.9873557058459 52.294326808424)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:55";"2016-09-08 17:42:55";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Basisschool de Tamboerijn";"basisschool_de_tamboerijn";1;286;;"0000-00-00 00:00:00";"Reigersbos 301 ";"1107 EZ";;"POINT(4.9763014095587 52.29452260126)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:56";"2016-09-08 17:42:56";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Basisschool het Gein";"basisschool_het_gein";1;286;;"0000-00-00 00:00:00";"Cornelis Aarnoutsstraat 80 ";"1106 ZG";;"POINT(4.9932083327005 52.298849333458)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:56";"2016-09-08 17:42:56";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Basisschool Samenspel locatie Kantershof";"basisschool_samenspel_locatie_kantershof";1;286;;"0000-00-00 00:00:00";"Kantershof 636 ";"1104 HJ";;"POINT(4.9872997465678 52.320103557097)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:57";"2016-09-08 17:42:57";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Basisschool Mobiel locatie Mijehof";"basisschool_mobiel_locatie_mijehof";1;286;;"0000-00-00 00:00:00";"Mijehof 406 ";"1106 HW";;"POINT(4.9694401110349 52.300879901385)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:57";"2016-09-08 17:42:57";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Basisschool Samenspel locatie Geerdinkhof ";"basisschool_samenspel_locatie_geerdinkhof";1;286;;"0000-00-00 00:00:00";"Geerdinkhof 685 ";"1103 RP";;"POINT(4.9832697594635 52.324565766916)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:42:57";"2016-09-08 17:42:57";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Theater Bellevue";"theater_bellevue_1";1;286;;"0000-00-00 00:00:00";"Leidsekade 90 ";"1017 PN";;"POINT(4.8807135231972 52.363924092666)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:58";"2016-09-08 17:42:58";"0000-00-00 00:00:00";"Theaters en concertgebouwen";"Theaters and concert halls"
"Bert Verlaan Drogisterij";"bert_verlaan_drogisterij";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 63 ";"1013 TA";;"POINT(4.879320771572 52.389398283369)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:58";"2016-09-08 17:42:58";"0000-00-00 00:00:00";"Winkels";"Stores"
"Bibliotheek Cinétol";"bibliotheek_cinetol";1;286;;"0000-00-00 00:00:00";"Tolstraat 160 ";"1074 VM";;"POINT(4.9053104152392 52.352621341006)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:58";"2016-09-08 17:42:58";"0000-00-00 00:00:00";"Bibliotheken";"Libraries"
"Bibliotheek Diemen";"bibliotheek_diemen";1;286;;"0000-00-00 00:00:00";"Wilhelminaplantsoen 126 ";"1111 CP";;"POINT(4.9601053367448 52.341651008933)";;"DIEMEN";;;;;;;0;"2016-09-08 17:42:59";"2016-09-08 17:42:59";"0000-00-00 00:00:00";"Bibliotheken";"Libraries"
"Bibliotheek Duivendrecht";"bibliotheek_duivendrecht";1;286;;"0000-00-00 00:00:00";"Dorpsplein 60 ";"1115 CX";;"POINT(4.9390477991066 52.332944908572)";;"DUIVENDRECHT";;;;;;;0;"2016-09-08 17:42:59";"2016-09-08 17:42:59";"0000-00-00 00:00:00";"Bibliotheken";"Libraries"
"Bibliotheek Molenwijk";"bibliotheek_molenwijk";1;286;;"0000-00-00 00:00:00";"Molenwijk 21 ";"1035 EG";;"POINT(4.8928466950392 52.417380149166)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:42:59";"2016-09-08 17:42:59";"0000-00-00 00:00:00";"Bibliotheken";"Libraries"
"Centrale bibliotheek Oosterdokseiland";"centrale_bibliotheek_oosterdokseiland";1;286;;"0000-00-00 00:00:00";"Oosterdokskade 143 ";"1011 DL";;"POINT(4.9087630550798 52.375455156064)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:00";"2016-09-08 17:43:00";"0000-00-00 00:00:00";"Bibliotheken";"Libraries"
"Bibliotheek Osdorp ";"bibliotheek_osdorp";1;286;;"0000-00-00 00:00:00";"Osdorpplein 16 ";"1068 EL";;"POINT(4.8066967335982 52.35883873458)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:00";"2016-09-08 17:43:00";"0000-00-00 00:00:00";"Bibliotheken";"Libraries"
"Bibliotheek Ouderkerk";"bibliotheek_ouderkerk";1;286;;"0000-00-00 00:00:00";"Koningin Julianalaan 15 ";"1191 CD";;"POINT(4.9068084432292 52.295572955195)";;"OUDERKERK AAN DE AMSTEL";;;;;;;0;"2016-09-08 17:43:00";"2016-09-08 17:43:00";"0000-00-00 00:00:00";"Bibliotheken";"Libraries"
"Bibliotheek Slotervaart ";"bibliotheek_slotervaart";1;286;;"0000-00-00 00:00:00";"Pieter Calandlaan 87 B";"1065 KK";;"POINT(4.8259907652207 52.356154556996)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:00";"2016-09-08 17:43:00";"0000-00-00 00:00:00";"Bibliotheken";"Libraries"
"Bibliotheek Spaarndammerbuurt";"bibliotheek_spaarndammerbuurt_1";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 490 ";"1013 SZ";;"POINT(4.880332075216 52.388315105653)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:01";"2016-09-08 17:43:01";"0000-00-00 00:00:00";"Bibliotheken";"Libraries"
"Bijlmer Parktheater";"bijlmer_parktheater";1;286;;"0000-00-00 00:00:00";"Anton de Komplein 240 ";"1102 DR";;"POINT(4.9570616167714 52.316537196068)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:43:01";"2016-09-08 17:43:01";"0000-00-00 00:00:00";"Theaters en concertgebouwen";"Theaters and concert halls"
"Bijlmerdrie";"bijlmerdrie";1;286;;"0000-00-00 00:00:00";"Kantershof 641 ";"1104 HJ";;"POINT(4.9876275832811 52.319529448547)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:43:01";"2016-09-08 17:43:01";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Bijzondere Collecties UVA";"bijzondere_collecties_uva";1;286;;"0000-00-00 00:00:00";"Oude Turfmarkt 129 ";"1012 GC";;"POINT(4.8933197027924 52.368354373188)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:02";"2016-09-08 17:43:02";"0000-00-00 00:00:00";"Musea";"Museums"
"Bikes & Boards";"bikes_boards";1;286;;"0000-00-00 00:00:00";"Joris Ivensplein 50 ";"1087 BP";;"POINT(4.9906914752061 52.359130648344)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:02";"2016-09-08 17:43:02";"0000-00-00 00:00:00";"Winkels";"Stores"
"Binnenwaai";"binnenwaai";1;286;;"0000-00-00 00:00:00";"Ed Pelsterpark 2 ";"1087 EJ";;"POINT(4.9965367772843 52.357154815986)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:02";"2016-09-08 17:43:02";"0000-00-00 00:00:00";"Kerkgebouwen";"Church buildings"
"Blauwe Lijn- Onze Wereld";"blauwe_lijn_onze_wereld";1;286;;"0000-00-00 00:00:00";"Kortvoort 61 ";"1104 NA";;"POINT(4.9701939966681 52.315847217271)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:43:03";"2016-09-08 17:43:03";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Blauwe Theehuis";"blauwe_theehuis";1;286;;"0000-00-00 00:00:00";"Vondelpark 5 ";"1071 AA";;"POINT(4.8710612517119 52.359433472097)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:03";"2016-09-08 17:43:03";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Blokker Spaarndammerstraat";"blokker_spaarndammerstraat";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 99 ";"1013 TC";;"POINT(4.878561101337 52.390311767267)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:03";"2016-09-08 17:43:03";"0000-00-00 00:00:00";"Winkels";"Stores"
"Blue Boat Company";"blue_boat_company";1;286;;"0000-00-00 00:00:00";"Stadhouderskade 30 ";"1071 ZD";;"POINT(4.8839415737856 52.361502183482)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:04";"2016-09-08 17:43:04";"0000-00-00 00:00:00";"Rondvaartboten";"Tour boats"
"Boerhaave Kliniek";"boerhaave_kliniek";1;286;;"0000-00-00 00:00:00";"Johannes Vermeerstraat 31 ";"1071 DL";;"POINT(4.88404136096 52.35658631444)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:04";"2016-09-08 17:43:04";"0000-00-00 00:00:00";"Gezondheidscentra";"Health centers"
"Boven IJ ziekenhuis";"boven_ij_ziekenhuis";1;286;;"0000-00-00 00:00:00";"Statenjachtstraat 1 ";"1034 CS";;"POINT(4.9213386591446 52.405739786533)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:04";"2016-09-08 17:43:04";"0000-00-00 00:00:00";"Ziekenhuizen";"Hospitals"
"Brahmshof";"brahmshof";1;286;;"0000-00-00 00:00:00";"Brahmsstraat 62 ";"1077 HJ";;"POINT(4.8779553945142 52.348399407892)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:05";"2016-09-08 17:43:05";"0000-00-00 00:00:00";"Verpleeg- en verzorgingshuizen";"Nursing and care homes"
"Grand Café Restaurant 1e klas";"grand_cafe_restaurant_1e_klas";1;286;;"0000-00-00 00:00:00";"Stationsplein 15 ";"1012 AB";;"POINT(4.8994620267747 52.378598854969)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:05";"2016-09-08 17:43:05";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Brasserie Harkema";"brasserie_harkema";1;286;;"0000-00-00 00:00:00";"Nes 67 ";"1012 KD";;"POINT(4.8934924691652 52.369981870157)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:05";"2016-09-08 17:43:05";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Buurtcentrum ?t Claverhuis ";"buurtcentrum_t_claverhuis";1;286;;"0000-00-00 00:00:00";"Elandsgracht 70 ";"1016 TX";;"POINT(4.8809555733028 52.369731199447)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:06";"2016-09-08 17:43:06";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Buurtcentrum de Boomsspijker";"buurtcentrum_de_boomsspijker";1;286;;"0000-00-00 00:00:00";"Recht Boomssloot 52 ";"1011 EC";;"POINT(4.9033809686 52.372080875143)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:06";"2016-09-08 17:43:06";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Buurtcentrum de Driehoek";"buurtcentrum_de_driehoek";1;286;;"0000-00-00 00:00:00";"Waddenweg 116 ";"1025 PX";;"POINT(4.928139028739 52.393318451832)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:06";"2016-09-08 17:43:06";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Buurtcentrum De Meevaart";"buurtcentrum_de_meevaart";1;286;;"0000-00-00 00:00:00";"Balistraat 48 A";"1094 JN";;"POINT(4.9337959891348 52.363069749626)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:07";"2016-09-08 17:43:07";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Buurtcentrum De Havelaar";"buurtcentrum_de_havelaar";1;286;;"0000-00-00 00:00:00";"Douwes Dekkerstraat 2 ";"1053 SX";;"POINT(4.8659047088396 52.368506470825)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:07";"2016-09-08 17:43:07";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Buurtcentrum De Horizon";"buurtcentrum_de_horizon";1;286;;"0000-00-00 00:00:00";"Zaandammerplein 50 ";"1013 ZD";;"POINT(4.8743449131707 52.391587812247)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:07";"2016-09-08 17:43:07";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Huis van de wijk De Meeuw";"huis_van_de_wijk_de_meeuw";1;286;;"0000-00-00 00:00:00";"Motorwal 300 ";"1021 PH";;"POINT(4.9180678297313 52.384327276627)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:08";"2016-09-08 17:43:08";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Buurtcentrum De Schaffelaar";"buurtcentrum_de_schaffelaar";1;286;;"0000-00-00 00:00:00";"Krelis Louwenstraat 4 ";"1055 KA";;"POINT(4.846579906982 52.383114747263)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:08";"2016-09-08 17:43:08";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Huis van de Wijk de Pijp";"huis_van_de_wijk_de_pijp";1;286;;"0000-00-00 00:00:00";"2e van der Helststraat 66 ";"1072 PG";;"POINT(4.8945048350571 52.350222067238)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:08";"2016-09-08 17:43:08";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Buurtcentrum Park de Meer";"buurtcentrum_park_de_meer";1;286;;"0000-00-00 00:00:00";"Anfieldroad 110 ";"1098 WD";;"POINT(4.9486152298599 52.343163864719)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:09";"2016-09-08 17:43:09";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"café Edel";"cafe_edel";1;286;;"0000-00-00 00:00:00";"Postjesweg 1 ";"1057 DT";;"POINT(4.8596655641811 52.364703984259)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:09";"2016-09-08 17:43:09";"0000-00-00 00:00:00";"Cafe's";"Cafe's"
"Buurtcentrum Transvaal";"buurtcentrum_transvaal";1;286;;"0000-00-00 00:00:00";"Danie Theronstraat 2 ";"1091 XX";;"POINT(4.9157317715321 52.352609382248)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:09";"2016-09-08 17:43:09";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"C'estbon";"c_estbon";1;286;;"0000-00-00 00:00:00";"Hogeweg 1 a";"1098 BT";;"POINT(4.9308508227512 52.353944892736)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:10";"2016-09-08 17:43:10";"0000-00-00 00:00:00";"Winkels";"Stores"
"Café-Restaurant Amsterdam";"cafe_restaurant_amsterdam";1;286;;"0000-00-00 00:00:00";"Watertorenplein 6 ";"1051 PA";;"POINT(4.8676808873467 52.384844959833)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:10";"2016-09-08 17:43:10";"0000-00-00 00:00:00";"Cafe's";"Cafe's"
"Artsen zonder Grenzen";"artsen_zonder_grenzen";1;286;;"0000-00-00 00:00:00";"Plantage Middenlaan 14 -1";"1018 DD";;"POINT(4.909852244844 52.367038075381)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:43:10";"2016-09-08 17:43:10";"0000-00-00 00:00:00";"Kantoorgebouwen";"Office buildings"
